,Unnamed: 0,model,language_exposure,kdims,isoscore,checkpoint
626,164,B-GPT_en_pl_simultaneous,simultaneous,107.70111719034664,0.1391148855154454,64170
627,165,B-GPT_en_pl_simultaneous,simultaneous,107.74923299215097,0.1391776179819439,64180
628,166,B-GPT_en_pl_simultaneous,simultaneous,107.79534289957486,0.1392377352015317,64190
629,167,B-GPT_en_pl_simultaneous,simultaneous,107.843279321485,0.1393002337959387,64200
630,168,B-GPT_en_pl_simultaneous,simultaneous,108.25858057756118,0.1398416956682674,64300
631,169,B-GPT_en_pl_simultaneous,simultaneous,108.59995503165015,0.1402867731833769,64400
632,170,B-GPT_en_pl_simultaneous,simultaneous,108.89350004918474,0.1406694915895498,64500
633,171,B-GPT_en_pl_simultaneous,simultaneous,109.16220678785716,0.1410198263205438,64600
634,172,B-GPT_en_pl_simultaneous,simultaneous,109.40314572042278,0.1413339579145016,64700
635,173,B-GPT_en_pl_simultaneous,simultaneous,109.63092351940011,0.1416309302730119,64800
636,174,B-GPT_en_pl_simultaneous,simultaneous,109.84725536383688,0.1419129796138681,64900
637,175,B-GPT_en_pl_simultaneous,simultaneous,110.05886800988544,0.1421888761536968,65000
638,176,B-GPT_en_pl_simultaneous,simultaneous,111.8793630103528,0.1445624028818159,66000
639,177,B-GPT_en_pl_simultaneous,simultaneous,113.43047506208632,0.1465847132491347,67000
640,178,B-GPT_en_pl_simultaneous,simultaneous,114.84822444734,0.1484331479104824,68000
641,179,B-GPT_en_pl_simultaneous,simultaneous,116.14624132905824,0.150125477612853,69000
642,180,B-GPT_en_pl_simultaneous,simultaneous,117.34451311573856,0.1516877615589812,70000
643,181,B-GPT_en_pl_simultaneous,simultaneous,126.4422555035208,0.1635492249068067,80000
644,182,B-GPT_en_pl_simultaneous,simultaneous,132.35663515309923,0.1712602805125153,90000
645,183,B-GPT_en_pl_simultaneous,simultaneous,136.29270374786904,0.176392051822515,100000
646,184,B-GPT_en_pl_simultaneous,simultaneous,138.77346804268706,0.1796264250882491,110000
647,185,B-GPT_en_pl_sequential,sequential,756.6961695756008,0.9852622810633648,0
648,186,B-GPT_en_pl_sequential,sequential,90.68369000887618,0.1169278878864096,10000
649,187,B-GPT_en_pl_sequential,sequential,80.53027680312859,0.1036900610210281,20000
650,188,B-GPT_en_pl_sequential,sequential,80.81332482067178,0.1040590936384247,30000
651,189,B-GPT_en_pl_sequential,sequential,81.42167506424964,0.1048522491059317,40000
652,190,B-GPT_en_pl_sequential,sequential,81.89734456585519,0.1054724179476599,50000
653,191,B-GPT_en_pl_sequential,sequential,82.42308396835317,0.106157866973081,64000
654,192,B-GPT_en_pl_sequential,sequential,82.58946554909262,0.1063747921109421,64010
655,193,B-GPT_en_pl_sequential,sequential,82.76721447074154,0.1066065377715013,64020
656,194,B-GPT_en_pl_sequential,sequential,82.95619041783326,0.1068529210141241,64030
657,195,B-GPT_en_pl_sequential,sequential,83.10256866632845,0.1070437661881727,64040
658,196,B-GPT_en_pl_sequential,sequential,83.2311731126057,0.1072114382172173,64050
659,197,B-GPT_en_pl_sequential,sequential,83.35379101724962,0.1073713051072354,64060
660,198,B-GPT_en_pl_sequential,sequential,83.47060033679405,0.1075235988745685,64070
661,199,B-GPT_en_pl_sequential,sequential,83.57473815369737,0.1076593717779626,64080
662,200,B-GPT_en_pl_sequential,sequential,83.66174287968042,0.1077728068835468,64090
663,201,B-GPT_en_pl_sequential,sequential,83.7364385427933,0.1078701936672663,64100
664,202,B-GPT_en_pl_sequential,sequential,83.80832587034992,0.1079639189965448,64110
665,203,B-GPT_en_pl_sequential,sequential,83.87906486500097,0.1080561471512398,64120
666,204,B-GPT_en_pl_sequential,sequential,83.94675760009638,0.1081444036507123,64130
667,205,B-GPT_en_pl_sequential,sequential,84.01458239571296,0.1082328323281785,64140
668,206,B-GPT_en_pl_sequential,sequential,84.07938367379475,0.1083173190010361,64150
669,207,B-GPT_en_pl_sequential,sequential,84.14089115768608,0.1083975112877263,64160
670,208,B-GPT_en_pl_sequential,sequential,84.20009484784003,0.1084746999319948,64170
671,209,B-GPT_en_pl_sequential,sequential,84.25874586583637,0.1085511680128244,64180
672,210,B-GPT_en_pl_sequential,sequential,84.31549383696837,0.1086251549373772,64190
673,211,B-GPT_en_pl_sequential,sequential,84.36897951136713,0.1086948885415477,64200
674,212,B-GPT_en_pl_sequential,sequential,84.81417157551131,0.109275321480458,64300
675,213,B-GPT_en_pl_sequential,sequential,85.1704365449918,0.109739812966091,64400
676,214,B-GPT_en_pl_sequential,sequential,85.47495999935937,0.1101368448492299,64500
677,215,B-GPT_en_pl_sequential,sequential,85.75362548957708,0.1105001636109218,64600
678,216,B-GPT_en_pl_sequential,sequential,86.01277686722223,0.1108380402440967,64700
679,217,B-GPT_en_pl_sequential,sequential,86.25351677916939,0.1111519123587606,64800
680,218,B-GPT_en_pl_sequential,sequential,86.48398489638538,0.1114523923029796,64900
681,219,B-GPT_en_pl_sequential,sequential,86.70272488103261,0.1117375813312028,65000
682,220,B-GPT_en_pl_sequential,sequential,88.42816145565651,0.1139871726931636,66000
683,221,B-GPT_en_pl_sequential,sequential,89.67229178434683,0.1156092461334378,67000
684,222,B-GPT_en_pl_sequential,sequential,90.63145964285631,0.1168597909294084,68000
685,223,B-GPT_en_pl_sequential,sequential,91.40257360546276,0.1178651546355446,69000
686,224,B-GPT_en_pl_sequential,sequential,92.0252518044386,0.118676990618564,70000
687,225,B-GPT_en_pl_sequential,sequential,95.99627082332636,0.1238543296262403,80000
688,226,B-GPT_en_pl_sequential,sequential,98.55763431763488,0.127193786594048,90000
689,227,B-GPT_en_pl_sequential,sequential,100.20370139378036,0.1293398975147071,100000
690,228,B-GPT_en_pl_sequential,sequential,101.24625370322018,0.1306991573705608,110000
691,229,B-GPT_en_pl_sequential,sequential,101.75917063230442,0.1313678886992235,120000
692,230,B-GPT_en_pl_sequential,sequential,101.87301510685894,0.1315163169580951,128000
